timestamp,time_seconds,timestamp_ns,t_ms,t_ms_corrected_ns,gripper_side,sw,opening_mm,angle_deg
2026-03-27T17:39:57.194331+00:00,0.045529,1774633197194331517,403732,1774633197194040832,right,ON,4.2,6.89
2026-03-27T17:39:57.211399+00:00,0.062596,1774633197211398917,403748,1774633197210923008,right,ON,4.2,6.89
2026-03-27T17:39:57.225569+00:00,0.076767,1774633197225569517,403764,1774633197226407424,right,ON,4.2,6.89
2026-03-27T17:39:57.241981+00:00,0.093178,1774633197241980617,403780,1774633197242292224,right,ON,4.2,6.89
2026-03-27T17:39:57.258393+00:00,0.109590,1774633197258392617,403796,1774633197258387968,right,ON,4.2,6.89
2026-03-27T17:39:57.274102+00:00,0.125299,1774633197274102217,403812,1774633197274338048,right,ON,4.2,6.89
2026-03-27T17:39:57.290325+00:00,0.141523,1774633197290325617,403828,1774633197290377984,right,ON,4.2,6.89
2026-03-27T17:39:57.305786+00:00,0.156983,1774633197305785717,403844,1774633197306232832,right,ON,4.3,6.98
2026-03-27T17:39:57.322175+00:00,0.173372,1774633197322174517,403860,1774633197322239488,right,ON,4.3,6.98
2026-03-27T17:39:57.338952+00:00,0.190149,1774633197338952217,403876,1774633197338457088,right,ON,4.3,6.98
2026-03-27T17:39:57.354189+00:00,0.205386,1774633197354188817,403892,1774633197354427136,right,ON,4.3,6.98
2026-03-27T17:39:57.370599+00:00,0.221796,1774633197370598617,403908,1774633197370501632,right,ON,4.3,6.98
2026-03-27T17:39:57.386692+00:00,0.237889,1774633197386691717,403924,1774633197386580992,right,ON,4.3,6.98
2026-03-27T17:39:57.403431+00:00,0.254628,1774633197403430717,403940,1774633197402803200,right,ON,4.3,6.98
2026-03-27T17:39:57.419787+00:00,0.270984,1774633197419786817,403956,1774633197419056640,right,ON,4.2,6.89
2026-03-27T17:39:57.434273+00:00,0.285470,1774633197434273217,403972,1774633197434969856,right,ON,4.2,6.89
2026-03-27T17:39:57.450511+00:00,0.301708,1774633197450511217,403988,1774633197450939904,right,ON,4.2,6.89
2026-03-27T17:39:57.466977+00:00,0.318174,1774633197466977217,404004,1774633197466996224,right,ON,4.2,6.89
2026-03-27T17:39:57.482308+00:00,0.333505,1774633197482308117,404020,1774633197482929152,right,ON,4.1,6.8
2026-03-27T17:39:57.498933+00:00,0.350131,1774633197498933317,404036,1774633197498972928,right,ON,4.2,6.89
2026-03-27T17:39:57.515213+00:00,0.366410,1774633197515212517,404052,1774633197515053056,right,ON,4.2,6.89
2026-03-27T17:39:57.530901+00:00,0.382098,1774633197530901017,404068,1774633197531074816,right,ON,4.1,6.71
2026-03-27T17:39:57.547065+00:00,0.398262,1774633197547065117,404084,1774633197547116800,right,ON,4.0,6.54
2026-03-27T17:39:57.562634+00:00,0.413832,1774633197562634317,404100,1774633197563092480,right,ON,3.8,6.19
2026-03-27T17:39:57.579077+00:00,0.430275,1774633197579077317,404116,1774633197579130112,right,ON,3.7,6.01
2026-03-27T17:39:57.595408+00:00,0.446605,1774633197595407817,404132,1774633197595206144,right,ON,3.6,5.92
2026-03-27T17:39:57.610837+00:00,0.462034,1774633197610836817,404148,1774633197611200512,right,ON,3.6,5.84
2026-03-27T17:39:57.627430+00:00,0.478627,1774633197627429617,404164,1774633197627267584,right,ON,3.6,5.84
2026-03-27T17:39:57.643574+00:00,0.494771,1774633197643573717,404180,1774633197643344128,right,ON,3.6,5.84
2026-03-27T17:39:57.658966+00:00,0.510163,1774633197658966017,404196,1774633197659342080,right,ON,3.6,5.84
2026-03-27T17:39:57.675464+00:00,0.526661,1774633197675463617,404212,1774633197675395584,right,ON,3.5,5.75
2026-03-27T17:39:57.690775+00:00,0.541972,1774633197690775217,404228,1774633197691367680,right,ON,3.6,5.84
2026-03-27T17:39:57.707310+00:00,0.558507,1774633197707309817,404244,1774633197707399168,right,ON,3.6,5.84
2026-03-27T17:39:57.723680+00:00,0.574877,1774633197723680017,404260,1774633197723465472,right,ON,3.5,5.75
2026-03-27T17:39:57.739422+00:00,0.590619,1774633197739422117,404276,1774633197739499264,right,ON,3.5,5.75
2026-03-27T17:39:57.755523+00:00,0.606721,1774633197755523317,404292,1774633197755539712,right,ON,3.5,5.75
2026-03-27T17:39:57.771978+00:00,0.623175,1774633197771978217,404308,1774633197771620096,right,ON,3.5,5.75
2026-03-27T17:39:57.787220+00:00,0.638418,1774633197787220517,404324,1774633197787622144,right,ON,3.5,5.75
