timestamp,time_seconds,timestamp_ns,t_ms,t_ms_corrected_ns,drift_quality,gripper_side,sw,opening_mm,angle_deg
2026-04-21T02:45:52.947251+00:00,29.906267,1776739552947251012,257940,1776739552947251012,rough_corrected,left,OFF,0.0,-0.18
2026-04-21T02:45:52.950804+00:00,29.922267,1776739552950804212,257956,1776739552963251012,rough_corrected,left,OFF,0.0,-0.18
2026-04-21T02:45:52.967405+00:00,29.938267,1776739552967405212,257972,1776739552979251012,rough_corrected,left,OFF,0.0,-0.18
2026-04-21T02:45:52.982749+00:00,0.026718,1776739552982749412,257988,1776739552980516864,corrected,left,OFF,0.0,-0.18
2026-04-21T02:45:52.999112+00:00,0.042799,1776739552999112012,258004,1776739552996597760,corrected,left,OFF,0.0,-0.18
2026-04-21T02:45:52.886060+00:00,-0.067269,1776739552886060612,257892,1776739552886530560,corrected,left,OFF,0.0,-0.18
2026-04-21T02:45:52.902425+00:00,-0.051225,1776739552902425312,257908,1776739552902574080,corrected,left,OFF,0.0,-0.18
2026-04-21T02:45:52.920845+00:00,-0.035058,1776739552920844712,257924,1776739552918740992,corrected,left,OFF,0.0,-0.18
2026-04-21T02:45:53.014493+00:00,0.058632,1776739553014492812,258020,1776739553012431616,corrected,left,OFF,0.0,-0.18
2026-04-21T02:45:53.033039+00:00,0.075799,1776739553033038812,258036,1776739553029598464,corrected,left,OFF,0.0,-0.18
2026-04-21T02:45:53.046541+00:00,0.091535,1776739553046541212,258052,1776739553045333760,corrected,left,OFF,0.0,-0.18
2026-04-21T02:45:53.062929+00:00,0.107544,1776739553062929112,258068,1776739553061342720,corrected,left,OFF,0.0,-0.18
2026-04-21T02:45:53.079366+00:00,0.123729,1776739553079366012,258084,1776739553077528064,corrected,left,OFF,0.0,-0.18
2026-04-21T02:45:53.094826+00:00,0.139711,1776739553094825412,258100,1776739553093510400,corrected,left,OFF,0.0,-0.18
2026-04-21T02:45:53.111295+00:00,0.155854,1776739553111294412,258116,1776739553109653248,corrected,left,OFF,0.0,-0.18
2026-04-21T02:45:53.127644+00:00,0.172072,1776739553127644512,258132,1776739553125870848,corrected,left,OFF,0.0,-0.18
2026-04-21T02:45:53.143122+00:00,0.188116,1776739553143122412,258148,1776739553141915136,corrected,left,OFF,0.0,-0.18
2026-04-21T02:45:53.159625+00:00,0.204281,1776739553159625212,258164,1776739553158080512,corrected,left,OFF,0.0,-0.18
2026-04-21T02:45:53.177649+00:00,0.220881,1776739553177649012,258180,1776739553174680576,corrected,left,OFF,0.0,-0.18
2026-04-21T02:45:53.191381+00:00,0.236882,1776739553191380612,258196,1776739553190681600,corrected,left,OFF,0.0,-0.18
2026-04-21T02:45:53.207914+00:00,0.252996,1776739553207913612,258212,1776739553206795520,corrected,left,OFF,0.0,-0.18
