timestamp,time_seconds,timestamp_ns,t_ms,t_ms_corrected_ns,drift_quality,gripper_side,sw,opening_mm,angle_deg
2026-04-21T12:41:10.370517+00:00,33.748065,1776775270370516612,238212,1776775270370516612,rough_corrected,left,OFF,0.0,-0.35
2026-04-21T12:41:10.387002+00:00,0.014879,1776775270387001612,238228,1776775270386516612,rough_corrected,left,OFF,0.0,-0.44
2026-04-21T12:41:10.403302+00:00,0.030879,1776775270403302512,238244,1776775270402516612,rough_corrected,left,OFF,0.0,-0.35
2026-04-21T12:41:10.338718+00:00,-0.032658,1776775270338717812,238180,1776775270338980096,corrected,left,OFF,0.0,-0.44
2026-04-21T12:41:10.360341+00:00,-0.016290,1776775270360340412,238196,1776775270355347712,corrected,left,OFF,0.0,-0.44
2026-04-21T12:41:10.418858+00:00,0.047480,1776775270418857412,238260,1776775270419118080,corrected,left,OFF,0.0,-0.35
2026-04-21T12:41:10.435259+00:00,0.063618,1776775270435258612,238276,1776775270435255552,corrected,left,OFF,0.0,-0.44
2026-04-21T12:41:10.453679+00:00,0.080951,1776775270453678612,238292,1776775270452588544,corrected,left,OFF,0.0,-0.35
2026-04-21T12:41:10.467078+00:00,0.096496,1776775270467077612,238308,1776775270468134144,corrected,left,OFF,0.0,-0.44
2026-04-21T12:41:10.483621+00:00,0.112428,1776775270483621112,238324,1776775270484066048,corrected,left,OFF,0.0,-0.44
2026-04-21T12:41:10.499036+00:00,0.128155,1776775270499036112,238340,1776775270499792896,corrected,left,OFF,0.0,-0.44
2026-04-21T12:41:10.515682+00:00,0.144186,1776775270515682212,238356,1776775270515823616,corrected,left,OFF,0.0,-0.35
2026-04-21T12:41:10.531925+00:00,0.160281,1776775270531924712,238372,1776775270531919360,corrected,left,OFF,0.0,-0.35
2026-04-21T12:41:10.547539+00:00,0.176236,1776775270547539212,238388,1776775270547873536,corrected,left,OFF,0.0,-0.35
2026-04-21T12:41:10.563705+00:00,0.192244,1776775270563705012,238404,1776775270563881984,corrected,left,OFF,0.0,-0.35
2026-04-21T12:41:10.580235+00:00,0.208385,1776775270580235112,238420,1776775270580023040,corrected,left,OFF,0.0,-0.44
2026-04-21T12:41:10.595659+00:00,0.224354,1776775270595659112,238436,1776775270595992320,corrected,left,OFF,0.0,-0.44
2026-04-21T12:41:10.612242+00:00,0.240461,1776775270612241412,238452,1776775270612099072,corrected,left,OFF,0.0,-0.44
2026-04-21T12:41:10.627543+00:00,0.256395,1776775270627542912,238468,1776775270628033024,corrected,left,OFF,0.0,-0.44
2026-04-21T12:41:10.644098+00:00,0.272453,1776775270644097912,238484,1776775270644091392,corrected,left,OFF,0.0,-0.44
2026-04-21T12:41:10.660423+00:00,0.288563,1776775270660422712,238500,1776775270660201472,corrected,left,OFF,0.0,-0.35
2026-04-21T12:41:10.676916+00:00,0.304746,1776775270676915712,238516,1776775270676383744,corrected,left,OFF,0.0,-0.44
2026-04-21T12:41:10.692298+00:00,0.320788,1776775270692298412,238532,1776775270692426496,corrected,left,OFF,0.0,-0.44
