timestamp,time_seconds,timestamp_ns,t_ms,t_ms_corrected_ns,drift_quality,gripper_side,sw,opening_mm,angle_deg
2026-04-21T09:09:13.040629+00:00,34.422869,1776762553040628617,65188,1776762553040628617,rough_corrected,left,OFF,0.0,-0.44
2026-04-21T09:09:13.055989+00:00,0.017298,1776762553055989017,65204,1776762553056628617,rough_corrected,left,OFF,0.0,-0.44
2026-04-21T09:09:13.072588+00:00,0.033298,1776762553072587717,65220,1776762553072628617,rough_corrected,left,OFF,0.0,-0.44
2026-04-21T09:09:13.088977+00:00,0.049462,1776762553088977417,65236,1776762553088792576,corrected,left,OFF,0.0,-0.35
2026-04-21T09:09:12.985220+00:00,-0.062736,1776762552985220217,65124,1776762552976594944,corrected,left,OFF,0.0,-0.44
2026-04-21T09:09:12.992239+00:00,-0.046676,1776762552992238717,65140,1776762552992654080,corrected,left,OFF,0.0,-0.44
2026-04-21T09:09:13.007963+00:00,-0.030653,1776762553007962917,65156,1776762553008677632,corrected,left,OFF,0.0,-0.44
2026-04-21T09:09:13.027674+00:00,-0.014403,1776762553027674117,65172,1776762553024927232,corrected,left,OFF,0.0,-0.35
2026-04-21T09:09:13.104285+00:00,0.065223,1776762553104284417,65252,1776762553104553472,corrected,left,OFF,0.0,-0.35
2026-04-21T09:09:13.120852+00:00,0.081394,1776762553120852217,65268,1776762553120724224,corrected,left,OFF,0.0,-0.44
2026-04-21T09:09:13.136092+00:00,0.097137,1776762553136092017,65284,1776762553136467456,corrected,left,OFF,0.0,-0.44
2026-04-21T09:09:13.152722+00:00,0.113239,1776762553152721717,65300,1776762553152569600,corrected,left,OFF,0.0,-0.44
2026-04-21T09:09:13.169259+00:00,0.129509,1776762553169258917,65316,1776762553168839424,corrected,left,OFF,0.0,-0.35
2026-04-21T09:09:13.191756+00:00,0.147937,1776762553191755517,65332,1776762553187267840,corrected,left,OFF,0.0,-0.44
2026-04-21T09:09:13.200981+00:00,0.163506,1776762553200980917,65348,1776762553202836224,corrected,left,OFF,0.0,-0.44
2026-04-21T09:09:13.217448+00:00,0.179315,1776762553217448017,65364,1776762553218645760,corrected,left,OFF,0.0,-0.35
2026-04-21T09:09:13.232842+00:00,0.194998,1776762553232842217,65380,1776762553234328064,corrected,left,OFF,0.0,-0.44
2026-04-21T09:09:13.249244+00:00,0.210851,1776762553249244517,65396,1776762553250181376,corrected,left,OFF,0.0,-0.44
2026-04-21T09:09:13.264700+00:00,0.226600,1776762553264700217,65412,1776762553265930752,corrected,left,OFF,0.0,-0.44
2026-04-21T09:09:13.281188+00:00,0.242509,1776762553281188017,65428,1776762553281839360,corrected,left,OFF,0.0,-0.44
2026-04-21T09:09:13.297609+00:00,0.258524,1776762553297608817,65444,1776762553297854208,corrected,left,OFF,0.0,-0.44
2026-04-21T09:09:13.313118+00:00,0.274433,1776762553313117417,65460,1776762553313763840,corrected,left,OFF,0.0,-0.44
2026-04-21T09:09:13.329637+00:00,0.290459,1776762553329637317,65476,1776762553329789184,corrected,left,OFF,0.0,-0.44
2026-04-21T09:09:13.345879+00:00,0.306523,1776762553345879417,65492,1776762553345853952,corrected,left,OFF,0.0,-0.44
2026-04-21T09:09:13.361639+00:00,0.322534,1776762553361638917,65508,1776762553361864704,corrected,left,OFF,0.0,-0.44
2026-04-21T09:09:13.377844+00:00,0.338577,1776762553377843717,65524,1776762553377907456,corrected,left,OFF,0.0,-0.44
2026-04-21T09:09:13.393190+00:00,0.354506,1776762553393190317,65540,1776762553393836544,corrected,left,OFF,0.0,-0.44
2026-04-21T09:09:13.417866+00:00,0.371803,1776762553417866017,65556,1776762553411133696,corrected,left,OFF,0.0,-0.44
2026-04-21T09:09:13.426131+00:00,0.387759,1776762553426130717,65572,1776762553427089920,corrected,left,OFF,0.0,-0.35
2026-04-21T09:09:13.441719+00:00,0.403659,1776762553441718517,65588,1776762553442989568,corrected,left,OFF,0.0,-0.35
2026-04-21T09:09:13.457911+00:00,0.419597,1776762553457911017,65604,1776762553458927104,corrected,left,OFF,0.0,-0.35
2026-04-21T09:09:13.474410+00:00,0.435608,1776762553474410217,65620,1776762553474938368,corrected,left,OFF,0.0,-0.35
2026-04-21T09:09:13.489865+00:00,0.451545,1776762553489864817,65636,1776762553490875136,corrected,left,OFF,0.0,-0.26
