timestamp,time_seconds,timestamp_ns,t_ms,t_ms_corrected_ns,drift_quality,gripper_side,sw,opening_mm,angle_deg
2026-04-21T05:31:47.916495+00:00,56.237796,1776749507916494812,144932,1776749507916494812,rough_corrected,left,OFF,0.0,-0.35
2026-04-21T05:31:47.931831+00:00,56.253796,1776749507931831312,144948,1776749507932494812,rough_corrected,left,OFF,0.0,-0.35
2026-04-21T05:31:47.948295+00:00,56.269796,1776749507948294712,144964,1776749507948494812,rough_corrected,left,OFF,0.0,-0.26
2026-04-21T05:31:47.964703+00:00,0.037359,1776749507964702612,144980,1776749507964493824,corrected,left,OFF,0.0,-0.35
2026-04-21T05:31:47.980147+00:00,0.053195,1776749507980147312,144996,1776749507980329472,corrected,left,OFF,0.0,-0.35
2026-04-21T05:31:47.996651+00:00,0.069372,1776749507996651612,145012,1776749507996506624,corrected,left,OFF,0.0,-0.35
2026-04-21T05:31:48.012328+00:00,0.085322,1776749508012327712,145028,1776749508012456448,corrected,left,OFF,0.0,-0.35
2026-04-21T05:31:47.871345+00:00,-0.058707,1776749507871344912,144884,1776749507868427520,corrected,left,OFF,0.0,-0.35
2026-04-21T05:31:47.895545+00:00,-0.042018,1776749507895545412,144900,1776749507885116928,corrected,left,OFF,0.0,-0.35
2026-04-21T05:31:47.901692+00:00,-0.025939,1776749507901692212,144916,1776749507901195520,corrected,left,OFF,0.0,-0.35
2026-04-21T05:31:48.028407+00:00,0.101322,1776749508028407412,145044,1776749508028456704,corrected,left,OFF,0.0,-0.35
2026-04-21T05:31:48.044886+00:00,0.117502,1776749508044886312,145060,1776749508044636672,corrected,left,OFF,0.0,-0.35
2026-04-21T05:31:48.068475+00:00,0.136246,1776749508068474512,145076,1776749508063380480,corrected,left,OFF,0.0,-0.35
2026-04-21T05:31:48.076782+00:00,0.151746,1776749508076781612,145092,1776749508078880512,corrected,left,OFF,0.0,-0.26
2026-04-21T05:31:48.093214+00:00,0.167494,1776749508093213612,145108,1776749508094628608,corrected,left,OFF,0.0,-0.35
2026-04-21T05:31:48.108651+00:00,0.183141,1776749508108650912,145124,1776749508110275840,corrected,left,OFF,0.0,-0.35
2026-04-21T05:31:48.125051+00:00,0.198967,1776749508125050612,145140,1776749508126100992,corrected,left,OFF,0.0,-0.35
2026-04-21T05:31:48.140540+00:00,0.214702,1776749508140539712,145156,1776749508141836032,corrected,left,OFF,0.0,-0.35
2026-04-21T05:31:48.157028+00:00,0.230599,1776749508157028412,145172,1776749508157733376,corrected,left,OFF,0.0,-0.35
2026-04-21T05:31:48.173313+00:00,0.246575,1776749508173312912,145188,1776749508173709824,corrected,left,OFF,0.0,-0.35
2026-04-21T05:31:48.188925+00:00,0.262475,1776749508188924612,145204,1776749508189609216,corrected,left,OFF,0.0,-0.35
2026-04-21T05:31:48.205722+00:00,0.278545,1776749508205721612,145220,1776749508205679616,corrected,left,OFF,0.0,-0.35
2026-04-21T05:31:48.221642+00:00,0.294588,1776749508221641812,145236,1776749508221722624,corrected,left,OFF,0.0,-0.35
2026-04-21T05:31:48.237283+00:00,0.310559,1776749508237283612,145252,1776749508237693952,corrected,left,OFF,0.0,-0.35
2026-04-21T05:31:48.253589+00:00,0.326586,1776749508253588712,145268,1776749508253720320,corrected,left,OFF,0.0,-0.35
2026-04-21T05:31:48.275545+00:00,0.343579,1776749508275545412,145284,1776749508270713088,corrected,left,OFF,0.0,-0.35
2026-04-21T05:31:48.285462+00:00,0.359479,1776749508285462212,145300,1776749508286613504,corrected,left,OFF,0.0,-0.35
2026-04-21T05:31:48.302006+00:00,0.375473,1776749508302005712,145316,1776749508302607360,corrected,left,OFF,0.0,-0.35
2026-04-21T05:31:48.317423+00:00,0.391381,1776749508317423312,145332,1776749508318515712,corrected,left,OFF,0.0,-0.26
2026-04-21T05:31:48.333738+00:00,0.407344,1776749508333738112,145348,1776749508334478080,corrected,left,OFF,0.0,-0.26
2026-04-21T05:31:48.350245+00:00,0.423378,1776749508350245312,145364,1776749508350512384,corrected,left,OFF,0.0,-0.35
2026-04-21T05:31:48.365733+00:00,0.439340,1776749508365733112,145380,1776749508366474752,corrected,left,OFF,0.0,-0.26
2026-04-21T05:31:48.382155+00:00,0.455359,1776749508382155612,145396,1776749508382493696,corrected,left,OFF,0.0,-0.35
2026-04-21T05:31:48.397620+00:00,0.471309,1776749508397620412,145412,1776749508398443776,corrected,left,OFF,0.0,-0.35
