timestamp,time_seconds,timestamp_ns,t_ms,t_ms_corrected_ns,drift_quality,gripper_side,sw,opening_mm,angle_deg
2026-04-21T13:58:05.805771+00:00,70.446414,1776779885805771323,86532,1776779885805771323,rough_corrected,right,ON,1.2,2.02
2026-04-21T13:58:05.822638+00:00,70.462414,1776779885822637723,86548,1776779885821771323,rough_corrected,right,ON,1.2,2.02
2026-04-21T13:58:05.838765+00:00,70.478414,1776779885838765223,86564,1776779885837771323,rough_corrected,right,ON,1.2,2.02
2026-04-21T13:58:05.854948+00:00,0.038230,1776779885854947723,86580,1776779885855078912,corrected,right,ON,1.2,2.02
2026-04-21T13:58:05.871005+00:00,0.054332,1776779885871004823,86596,1776779885871180800,corrected,right,ON,1.2,2.02
2026-04-21T13:58:05.742144+00:00,-0.074632,1776779885742143623,86468,1776779885742217216,corrected,right,ON,1.3,2.11
2026-04-21T13:58:05.759168+00:00,-0.058519,1776779885759168023,86484,1776779885758330368,corrected,right,ON,1.3,2.11
2026-04-21T13:58:05.778070+00:00,-0.042238,1776779885778070123,86500,1776779885774610944,corrected,right,ON,1.3,2.11
2026-04-21T13:58:05.790518+00:00,-0.026183,1776779885790518323,86516,1776779885790665728,corrected,right,ON,1.2,2.02
2026-04-21T13:58:05.887174+00:00,0.070460,1776779885887174023,86612,1776779885887309312,corrected,right,ON,1.2,2.02
2026-04-21T13:58:05.902512+00:00,0.086217,1776779885902512423,86628,1776779885903066368,corrected,right,ON,1.2,2.02
2026-04-21T13:58:05.918798+00:00,0.102179,1776779885918798423,86644,1776779885919028224,corrected,right,ON,1.2,2.02
2026-04-21T13:58:05.934277+00:00,0.117954,1776779885934276623,86660,1776779885934802432,corrected,right,ON,1.2,2.02
2026-04-21T13:58:05.950946+00:00,0.134028,1776779885950946423,86676,1776779885950876416,corrected,right,ON,1.2,2.02
2026-04-21T13:58:05.967044+00:00,0.150110,1776779885967044123,86692,1776779885966959104,corrected,right,ON,1.2,2.02
2026-04-21T13:58:05.982534+00:00,0.166019,1776779885982533523,86708,1776779885982867712,corrected,right,ON,1.2,2.02
2026-04-21T13:58:05.998996+00:00,0.182076,1776779885998996223,86724,1776779885998925056,corrected,right,ON,1.2,2.02
2026-04-21T13:58:06.015365+00:00,0.198214,1776779886015365023,86740,1776779886015063040,corrected,right,ON,1.4,2.2
2026-04-21T13:58:06.030696+00:00,0.214160,1776779886030696123,86756,1776779886031008768,corrected,right,ON,1.4,2.2
2026-04-21T13:58:06.047189+00:00,0.230228,1776779886047189223,86772,1776779886047076608,corrected,right,ON,1.4,2.29
2026-04-21T13:58:06.062808+00:00,0.246200,1776779886062807923,86788,1776779886063048704,corrected,right,ON,1.5,2.37
2026-04-21T13:58:06.078998+00:00,0.262215,1776779886078997423,86804,1776779886079063552,corrected,right,ON,1.5,2.46
2026-04-21T13:58:06.095650+00:00,0.278354,1776779886095650023,86820,1776779886095202560,corrected,right,ON,1.6,2.55
2026-04-21T13:58:06.110848+00:00,0.294320,1776779886110848123,86836,1776779886111168768,corrected,right,ON,1.6,2.64
2026-04-21T13:58:06.127306+00:00,0.310372,1776779886127306623,86852,1776779886127220992,corrected,right,ON,1.6,2.64
2026-04-21T13:58:06.143665+00:00,0.326477,1776779886143665323,86868,1776779886143325696,corrected,right,ON,1.6,2.64
2026-04-21T13:58:06.159144+00:00,0.342481,1776779886159144323,86884,1776779886159329536,corrected,right,ON,1.6,2.64
2026-04-21T13:58:06.175476+00:00,0.358535,1776779886175476323,86900,1776779886175384064,corrected,right,ON,1.6,2.64
2026-04-21T13:58:06.190953+00:00,0.374503,1776779886190952323,86916,1776779886191351808,corrected,right,ON,1.6,2.64
2026-04-21T13:58:06.207469+00:00,0.390549,1776779886207468423,86932,1776779886207398144,corrected,right,ON,1.6,2.64
2026-04-21T13:58:06.223802+00:00,0.406636,1776779886223801823,86948,1776779886223484672,corrected,right,ON,1.6,2.55
2026-04-21T13:58:06.239260+00:00,0.422638,1776779886239260523,86964,1776779886239487232,corrected,right,ON,1.6,2.55
2026-04-21T13:58:06.255646+00:00,0.438690,1776779886255646323,86980,1776779886255539200,corrected,right,ON,1.6,2.64
2026-04-21T13:58:06.272129+00:00,0.454797,1776779886272128823,86996,1776779886271646208,corrected,right,ON,1.6,2.55
2026-04-21T13:58:06.287436+00:00,0.470807,1776779886287435823,87012,1776779886287655680,corrected,right,ON,1.6,2.55
2026-04-21T13:58:06.303932+00:00,0.486874,1776779886303931623,87028,1776779886303723008,corrected,right,ON,1.6,2.55
2026-04-21T13:58:06.319261+00:00,0.502856,1776779886319260723,87044,1776779886319705088,corrected,right,ON,1.6,2.55
2026-04-21T13:58:06.338983+00:00,0.519259,1776779886338983023,87060,1776779886336107520,corrected,right,ON,1.6,2.55
2026-04-21T13:58:06.352223+00:00,0.535319,1776779886352223023,87076,1776779886352167936,corrected,right,ON,1.6,2.55
2026-04-21T13:58:06.367818+00:00,0.551330,1776779886367817923,87092,1776779886368179200,corrected,right,ON,1.5,2.46
2026-04-21T13:58:06.384061+00:00,0.567365,1776779886384061523,87108,1776779886384213760,corrected,right,ON,1.5,2.37
2026-04-21T13:58:06.400380+00:00,0.583428,1776779886400380523,87124,1776779886400276992,corrected,right,ON,1.3,2.11
2026-04-21T13:58:06.415817+00:00,0.599430,1776779886415817423,87140,1776779886416278784,corrected,right,ON,1.3,2.11
2026-04-21T13:58:06.432515+00:00,0.615498,1776779886432514623,87156,1776779886432346624,corrected,right,ON,1.3,2.11
2026-04-21T13:58:06.447654+00:00,0.631479,1776779886447654423,87172,1776779886448327680,corrected,right,ON,1.3,2.11
2026-04-21T13:58:06.464200+00:00,0.647511,1776779886464200423,87188,1776779886464359680,corrected,right,ON,1.3,2.11
2026-04-21T13:58:06.480489+00:00,0.663566,1776779886480488723,87204,1776779886480414720,corrected,right,ON,1.3,2.11
2026-04-21T13:58:06.495966+00:00,0.679570,1776779886495966523,87220,1776779886496418816,corrected,right,ON,1.3,2.11
2026-04-21T13:58:06.512261+00:00,0.695599,1776779886512261223,87236,1776779886512447744,corrected,right,ON,1.3,2.11
